id	sentences
72401	['a city street with cars parked on the side', 'a street scene with cars parked on the street .', 'a room filled with lots of furniture and a window .', 'a street scene with cars parked on the side of the street .', 'a city street at night with a street light .', 'a city street at night with a street light', 'a street scene with cars parked on the side of the road .', 'a room filled with lots of wooden furniture .', 'a city street at night with a traffic light .', 'a room filled with lots of furniture and a chandelier .', 'a city street with cars parked on the side .', 'a street scene with cars and a motorcycle .']
81426	['a man is taking a picture of himself in a mirror', 'a blurry photo of a city street at night .', 'a traffic light sitting on the side of a road .', 'a close up of a person holding a remote', 'a traffic light sitting on the side of a street .', 'a blurry image of a night scene of a city street .', 'a man is taking a picture of himself in the mirror .', 'a man is standing in the middle of a street', 'a black and white photo of a computer mouse', 'a blurry photo of a city street at night', 'a man is taking a picture of himself in the mirror', 'a black and white photo of a computer mouse .']
84322	['a person holding a smart phone in their hand .', 'a person holding a cell phone in their hands .', 'a person holding a cell phone in their hand', 'a person holding a cell phone in their hand .']
77299	['a stop sign on a street corner in a city', 'a view of a mountain range with a sky background .', 'a person flying a kite in a field .', 'a stop sign on a street corner in the snow .', 'a couple of birds flying over a lush green field .', 'a city street filled with traffic and traffic lights .', 'a city street filled with lots of traffic .', 'a group of people riding on top of a large body of water .', 'a group of people riding on top of a wave .', 'a couple of birds flying over a body of water .', 'a city street filled with lots of traffic and traffic lights .', 'a view of a snowy mountain with a lot of clouds .', 'a group of people riding on top of a snow covered slope .', 'a view of a mountain range with a sky background', 'a stop sign on a street corner in a city .']
83427	['a person sitting in front of a window with a laptop .', 'a person sitting at a table with a laptop .', 'a person taking a picture of a window in a dark room .', 'a person sitting at a table with a laptop', 'a person taking a picture of a window in a mirror .', 'a person sitting at a desk with a laptop .', 'a person taking a picture of a window with a camera .', 'a person holding a laptop in their hands', 'a person holding a laptop in their hands .', 'a person sitting in front of a computer monitor .', 'a person sitting in front of a laptop computer .', 'a person holding a laptop in their hand .']
75133	[]
87682	['a kite flying in a blue sky with clouds .', 'a kite flying in the sky with a sky background', 'a kite flying in a blue sky with clouds']
83810	['a man flying through the air while riding a snowboard .', 'a view of a plane flying in the sky .', 'a person flying a kite in a cloudy sky .', 'a traffic light suspended over a street next to a forest .', 'a plane flying in the sky over a city .', 'a plane flying in the sky over a street', 'a traffic light suspended over a road next to a forest .', 'a view of a plane flying through the air .', 'a man flying through the air while riding a skateboard .', 'a person flying through the air while riding a snowboard .', 'a plane flying in the sky over a street .', 'a person flying a kite in a field .', 'a person flying a kite in the sky .', 'a view of a plane flying in the air .', 'a traffic light suspended over a street next to trees .']
71243	['a plane flying over a large body of water', "a sign that reads `` <UNK> '' on a pole .", 'a plane flying in the sky over a field', 'a plane flying in the sky with a sky background', 'a plane flying in the sky over a city .', 'a view of a sunset over a body of water .', 'a person is flying a kite in the sky .', 'a plane flying over a large body of water .', 'a view of a sunset over a river .', 'a plane flying in the sky over a city', 'a plane flying in the sky over a tree .', 'a plane flying in the sky over a field .', "a sign that reads `` <UNK> '' on a wall .", "a sign that reads `` <UNK> '' in front of a building .", 'a man is flying a kite on a beach .', 'a person is flying a kite in the air .', 'a view of a sunset over a lake .', 'a plane flying in the sky over a mountain .', 'a view of a lake with a bridge in the background .']
79544	['a large airplane flying over a lush green field', 'a kite flying high in the sky with a sky background', 'a person flying a kite in the sky', 'a plane flying in the sky over a field', 'a small airplane flying over a field of grass .', 'a kite flying in the sky above a city .', 'a small plane flying over a field with trees .', 'a person flying a kite in the air .', 'a man flying a kite on a beach .', 'a plane flying in the sky over a field .', 'a man is flying a kite on the beach .', 'a plane flying in the sky with a sky background', 'a small plane flying over a field with a mountain in the background .', 'a large airplane flying over a lush green field .', 'a person flying a kite in the sky .', 'a man is flying a kite on a beach .', 'a large airplane flying over a lush green hillside .', 'a kite flying in the sky above a city', 'a kite flying in the sky with a sky background', 'a kite flying in the sky over a tree .']
80456	['a plane is flying in the sky on a clear day .', 'a kite flying in a blue sky with clouds .', 'a plane flying in the sky on a cloudy day .', 'a kite flying in the air with a sky background', 'a plane is flying in the sky on a cloudy day .', 'a plane flying in the sky on a clear day .', 'a man flying a kite in a blue sky .', 'a plane flying in the sky with a sky background', 'a kite flying in the sky with a sky background', 'a kite flying in a blue sky with clouds']
88780	['a kite flying over a large body of water .', 'a plane flying over the water in front of a mountain .', 'a plane flying over a large body of water .', 'a view of a beach with a kite flying in the sky .', 'a kite flying over a large body of water', 'a plane flying over a large body of water']
85135	['a view of a plane flying over a snowy mountain .', 'a view of a city from the inside of a window .', 'a black and white photo of a window in a dark room .', 'a view of a plane flying over a mountain .', 'a view of a window from the inside of a plane .', 'a black and white photo of a street light', 'a view of a plane in the air .', 'a black and white photo of a street light .', 'a view of a mountain range from below .', 'a view of a city street from a window', 'a view of a city street from a window .', 'a view of a window from the inside of a building .']
85644	['a close up of a street sign with a building in the background', 'a blue and white plane flying in the sky', 'a blue and white plane flying in the sky .', 'a close up of a street sign with a sky background', 'a blue and white airplane flying in the sky .', 'a close up of a traffic light with a sky background']
74924	['a large body of water with a mountain in the background', 'a black and white photo of a mountain range', 'a view of a mountain range with mountains in the background .', 'a view of a mountain range with mountains in the distance .', 'a flock of birds flying through a cloudy blue sky .', 'a black and white photo of a mountain range .', 'a large body of water with mountains in the background .', 'a boat floating on top of a lake next to a forest .', 'a flock of birds flying through a cloudy sky .', 'a view of a mountain range with a mountain in the background .', 'a flock of birds flying through a cloudy sky', 'a boat floating on top of a lake next to a mountain .', 'a boat floating on top of a body of water .', 'a large body of water with a mountain in the background .', 'a large body of water with mountains in the background']
85647	['a group of people riding on top of a snow covered ski slope .', 'a close up of a person holding a remote', 'a close up of a street light with a sky background', 'a group of people riding on top of a snow storm .', 'a black and white photo of a street light', 'a close up of a person holding a remote control', 'a black and white photo of a street sign .', 'a black and white photo of a clock tower .', 'a close up of a person holding a cell phone', 'a black and white photo of a street light .', 'a group of people riding on top of a snow covered slope .']
87866	['a person is in the air on a snowboard', 'a person is in the air with a snowboard .', 'a person is in the air on a snowboard .', 'a group of people standing on top of a grass covered field .', 'a man standing on top of a tennis court next to a building .', 'a man standing on top of a tennis court .', 'a group of people standing on top of a field .', 'a group of people standing on top of a lush green field .', 'a man standing on top of a wooden bench .']
82430	['a couple of animals that are in the grass .', 'a large body of water with a mountain in the background .', 'a large body of water with lots of trees .', 'a large body of water with a bridge in the background', 'a large body of water with a mountain in the background', 'a large body of water with a bridge in the background .']
80355	['a kite flying high in the sky with a sky background', 'a group of people standing next to a kite flying in the sky .', 'a group of people standing on top of a metal structure .', 'a group of people flying kites over a body of water .', 'a group of people standing next to a kite flying .', 'a plane flying over a body of water .', 'a plane flying over a body of water with boats in the background .', 'a kite flying high in the sky with clouds in the background', 'a kite flying in the sky with a sky background']
87863	['a red and white clock tower with a sky background', 'a large clock tower with a sky background', 'a large clock tower in the middle of a city .', 'a fire hydrant in the middle of a forest', 'a fire hydrant in the middle of a forest .', 'a fire hydrant in the middle of the woods .']
80458	['a plane flying over a body of water .', 'a plane flying over a large body of water', 'a plane flying over a large body of water .', 'a plane flying over a body of water', 'a plane flying over a body of water with mountains in the background .']
85515	['a man is standing in the snow with a kite', 'a man standing in front of a tall building .', 'a man is standing in the snow with a kite .']
74420	['a view of a city street from a plane', 'a view of a city street from the top of a building .', 'a view of a city street from a plane .']
84458	['a plane flying in the sky over a mountain', 'a plane flying in the sky over a mountain .', 'a plane flying in the sky with a sky background', 'a plane is flying in the sky over a mountain .']
84348	['a car is parked on the side of the road .', 'a car is parked on the side of the road', 'a car is parked on the side of a road .']
89261	['a view of a city street with cars and motorcycles', 'a view of a city street with cars and motorcycles .', 'a fire hydrant in the middle of a field of flowers .', 'a fire hydrant in the middle of a forest .', 'a view of a city from the rain', 'a fire hydrant in the middle of a field .']
84936	['a red brick building with a clock tower on it .', 'a red brick building with a clock tower in the background .', 'a large building with a clock tower in the middle of it .']
89820	['a view of a park with a plane flying over it .', 'a view of a park with a plane flying over it', 'a view of a park with a person flying a kite .']
84456	['a clock tower in the middle of a mountain .', 'a clock tower in the middle of a snowy field .', 'a clock tower in the middle of a field .']
86531	['a train traveling through a lush green hillside .', 'a view of a mountain range with a mountain in the background .', 'a train traveling through a lush green countryside .']
88603	['a person flying a kite in a cloudy sky .', 'a kite flying in the sky over a field .', 'a flock of birds flying through a blue sky .', 'a kite flying in the sky over a city .', 'a person flying a kite on a cloudy day .', 'a flock of birds flying through a cloudy blue sky .', 'a person is flying a kite in the sky .', 'a large jetliner flying through a cloudy sky .', 'a large jetliner flying through a blue sky .', 'a person flying a kite in a field .', 'a large jetliner flying through a cloudy blue sky .', 'a person flying a kite in the sky .', 'a flock of birds flying through a cloudy sky .']
86236	['a black and white photo of a plane flying in the sky', 'a black and white photo of a plane flying in the sky .', 'a black and white photo of a plane in the sky .']
80917	['a close up of a person wearing a suit and tie', 'a close up of a person holding a pair of scissors', 'a view of a city street from the side of a building .', 'a view of a city street from the top of a building .', 'a view of a city street from the night .', 'a cake that is sitting on top of a table .', 'a cake that is sitting on a table .', 'a close up of a person holding a cell phone', 'a cake that is sitting on a table']
80915	['a group of birds flying over a city .', 'a plane flying in the sky with a sky background', 'a plane flying in the sky over a city .', "an airplane flying through a cloudy sky with smoke pouring out of it 's back .", 'a person is flying a kite in the sky .', 'a plane flying in the sky over a city', 'a person on a surfboard in the water .', 'a couple of birds flying over a body of water .', 'an airplane flying through a cloudy sky with smoke pouring out of it .', 'a plane flying in the sky over a building .', 'a person flying a kite in the sky .', 'a person is flying a kite in the air .', 'a couple of birds flying over a city .']
80914	['a group of birds flying over a city .', 'a plane flying in the sky with a sky background', "an airplane flying through a cloudy sky with smoke pouring out of it 's back .", 'a person is flying a kite in the sky .', 'a couple of birds flying over a body of water .', 'an airplane flying through a cloudy sky with smoke pouring out of it .', 'a person flying a kite in the sky .', 'a person is flying a kite in the air .', 'a couple of birds flying over a city .']
80852	['a view of a mountain range from a plane .', 'a view of a mountain range from a vehicle .', 'a giraffe standing on a lush green field next to a river .', 'a giraffe standing on a lush green field .', 'a view of a mountain range from a car window .', 'a giraffe standing on a lush green field next to a forest .']
81150	['a stop sign on the side of the road .', 'a stop sign at an intersection in a city', 'a traffic light suspended over a street next to a forest .', 'a traffic light suspended over a street next to a street .', 'a stop sign at an intersection in a city .', 'a traffic light suspended over a street next to tall buildings .', 'a stop sign on the side of the road', 'a stop sign on the corner of a street .', 'a traffic light sitting on the side of a road .', 'a stop sign at an intersection in a rural area .', 'a stop sign on the side of a road .']
91131	['a view of a mountain range with a plane flying in the sky .', 'a group of people standing on top of a grass covered field .', 'a view of a mountain range with a plane in the sky .', 'a view of a mountain range with a plane in the background .', 'a person flying a kite in a field .', 'a group of people standing on a lush green field .', 'a person flying a kite in the sky .', 'a group of people standing on top of a lush green field .', 'a man flying a kite in a cloudy sky .']
84853	['a view of a city street from a cloudy sky .', 'a traffic light suspended over a street next to tall buildings .', 'a traffic light suspended over a city street .', 'a city street with traffic lights and street signs .', 'a view of a city street from the top of a building .', 'a city street with traffic lights and street lights .', 'a view of a city street with a traffic light .', 'a view of a city street with a clock tower in the background .', 'a traffic light suspended over a city street', 'a city street with traffic lights and street lights', 'a view of a city street with a clock tower in the distance .', 'a view of a city street with a clock tower .']
84809	['a large white bird flying in the sky', 'a bird flying in the sky with a sky background', 'a white and black bird flying in the sky .', 'a large white bird flying in the sky .', 'a bird flying in the air with a sky background', 'a bird flying in the sky with a bird flying in the sky .']
84808	['a tall tower with a clock on the top of it', 'a tall tower with a clock on it', 'a tall tower with a clock on top of it']
83253	['an airplane flying in the sky with a sky background', 'a person flying a kite in a field', 'a person flying a kite in a field .', 'a kite flying in a blue sky with clouds .', 'a blue and white bird flying in the sky .', 'a red and white bird flying in the air .', 'a black and white photo of a soccer ball .', 'a blue and white kite flying in the sky .', 'a black and white photo of a soccer ball', 'a blue and white bird flying in a blue sky .', 'a man flying a kite in a field .', 'a plane flying in the sky over a field .', 'a kite flying in a blue sky with clouds', 'a plane flying in the sky with a sky background', 'a kite flying in the sky with a sky background', 'a blue and white bird flying in the air .', 'an airplane flying in the sky over a field .', 'a blue and white bird is flying in the air .', 'a plane flying in the sky over a mountain .', 'a black and white photo of a white soccer ball .']
83252	['an airplane is flying in the air with a sky background', 'a close up of a baseball glove on a field', 'a close up of a person holding a pair of scissors', 'a large jetliner flying through a blue sky .', 'a large airplane flying through a blue sky', 'a small airplane flying through a blue sky .', 'a close up of a white and black bird flying in the air .', 'a close up of a person holding a frisbee', 'a close up of a small bird on a field', 'an airplane is flying in the air with a sky background .', 'a large jetliner flying through a cloudy sky .', 'a close up of a white and black bird flying in the sky .', 'an airplane is flying in the sky with clouds in the background .', 'a close up of a person holding a tennis racket', 'a plane flying in the sky with a sky background', 'a large jetliner flying through a cloudy blue sky .', 'a close up of a person holding a soccer ball', 'a close up of a baseball glove with a ball', 'an airplane is flying in the sky with clouds .', 'a large airplane flying through a blue sky .', 'an airplane is flying in the air with its landing gear down .']
91003	['a clock tower in the middle of a field .', 'a clock tower in the middle of a park .', 'a clock tower in the middle of a forest .']
81458	['a lone giraffe standing in the middle of a forest .', 'a red and white train traveling down train tracks .', 'a red and white fire hydrant sitting in the middle of a forest .', 'a view of a bunch of trees and a building .', 'a lone giraffe standing in the middle of a field .', 'a view of a bunch of trees and a house .', 'a red and white train traveling through a rural countryside .', 'a red stop sign sitting in the middle of a forest .', 'a red stop sign sitting on the side of a road .', 'a view of a bunch of trees in the rain .', 'a lone giraffe standing in the middle of a field', 'a red and white train traveling through a lush green forest .', 'a red and white fire hydrant sitting in a forest .']
84960	['a group of people standing on top of a lush green hillside .', 'a group of people standing on top of a lush green field .', 'a group of people standing on top of a hill .']
86334	['a fire hydrant in the middle of a street .', 'a fire hydrant in the middle of a city street .', 'a fire hydrant in the middle of a city']
83392	['a plane flying in the sky over a city street .', 'a plane flying in the sky over a street .', 'a person flying a kite in a cloudy sky .', 'a plane flying in the sky over a city .', 'a kite flying in the sky over a city .', 'a kite flying in the sky above a city .', 'a kite flying high in the sky over a city .', 'a person flying a kite in a cloudy sky', 'a person flying a kite in the sky .', 'a kite flying in the sky over a city']
79114	['a large grassy field with a building in the background .', 'a large grassy field with a clock tower in the background .', 'a large grassy field with a clock tower .']
83394	['a plane flying in the sky over a city street .', 'a plane flying in the sky over a street .', 'a person flying a kite on the beach', 'a person flying a kite in a cloudy sky .', 'a plane flying in the sky over a city .', 'a kite flying in the sky over a city .', 'a kite flying in the sky above a city .', 'a person flying a kite on the beach .', 'a kite flying high in the sky over a city .', 'a person flying a kite in a cloudy sky', 'a person flying a kite on a beach .', 'a person flying a kite in the sky .', 'a kite flying in the sky over a city', 'a kite flying in the sky above a city']
79112	['a large mountain range with a mountain in the background .', 'a large mountain range with a mountain range in the background .', 'a group of people riding on top of a mountain .']
86333	['a large jetliner flying through a blue sky .', 'an airplane is flying in the sky with a blue sky in the background .', 'an airplane is flying in the sky with its landing gear down .', 'a large jetliner flying through a cloudy sky .', 'a large airplane flying through a blue sky', 'a large jetliner flying through a cloudy blue sky .', 'an airplane is flying in the air with its landing gear down .', 'a large airplane flying through a blue sky .', 'an airplane is flying in the air with its wheels down .']
81100	['a plane flying over a city with a cloudy sky .', 'a plane flying over a large body of water', 'a plane flying over a body of water', 'an airplane flying over a body of water .', 'a large jetliner flying over a bridge over a river .', 'a large jetliner flying over a bridge over a city .', 'a plane flying over a large body of water .', 'a large jetliner flying over a bridge over a body of water .', 'a plane is flying over a large body of water .', 'a plane flying over a body of water .']
90144	['a plane flying in the sky over a city .', 'a person on a snow board flying through the air .', 'a plane flying in the sky over a building .', 'a person on a snow board in the air .', 'a person on a snow board flying through the air', 'a plane flying in the sky over a mountain .']
89540	['a person is flying a kite in a field .', 'a person is snowboarding down a snowy hill .', 'a person is flying a kite in the sky .', 'a person is holding a snowboard in the snow .', 'a man is walking in the snow with a snowboard .', 'a person on a snowboard in the air .', 'a person is flying a kite in a field', 'a man is walking in the snow with a snowboard', 'a person on a snowboard in the snow .']
91053	['a black and white photo of a person in a dark room .', 'a black and white photo of a man in a suit and tie', 'a black and white photo of a man in a suit']
84600	['a close up of a person holding a cell phone', 'a black and white photo of a black and white photo', 'a black and white photo of a black and white cat']
82735	['a train traveling through a lush green field .', 'a giraffe standing in the middle of a lush green field .', 'a giraffe standing in a field next to a tree .', 'a red and white train traveling through a lush green field .', 'a giraffe standing in the middle of a field .', 'a giraffe standing in the middle of a grassy field .', 'a train traveling through a lush green countryside .']
88607	['a person riding a motorcycle down a street .', 'a stop sign on the side of the road .', 'a pair of scissors sitting on top of a table .', 'a car driving down a road with a stop sign on it .', 'a pair of scissors sitting on top of a piece of paper .', 'a street sign on the side of a road .', 'a person riding a motorcycle on a road', 'a car driving down a road with a stop sign .', 'a road that has a lot of cars on it', 'a stop sign on the side of the road', 'a road that has a lot of cars on it .', 'a person riding a motorcycle down a road .', 'a road that has a lot of cars in it', 'a stop sign on the side of a road .', 'a pair of scissors sitting on top of a table']
83554	['a group of people sitting on a bench in front of a mountain .', 'a group of people sitting on top of a bench .', 'a group of people sitting on top of a green bench .', 'a bench on a hill overlooking a body of water .', 'a bench on a hill overlooking a large body of water', 'a bench on a hill overlooking a body of water']
84217	['a view of a plane flying in the sky .', 'a view of a plane flying in the sky', 'a person in the air flying a kite .', 'a view of a plane in the sky .', 'a person in the air flying a kite', 'a person is flying a kite in the air .', 'a view of a plane flying in the air .']
91189	['a view of a mountain range from a plane .', 'a night view of a city street at night', 'a view of a plane flying in the sky .', 'a view of a plane flying through the sky .', 'a view of a mountain from a plane window .', 'a view of a plane flying through the air .', 'a view of a city from the top of a building .', 'a night view of a city street at night .', 'a view of an airplane in the sky .', 'a view of a bunch of birds flying in the sky .', 'a close up of a bird flying in the sky', 'a close up of a bird flying in the air', 'a view of a mountain range from a plane window .', 'a view of a bunch of birds flying in the air .', 'a close up of a bird flying in the air .']
83550	['a black and white photo of a city street', 'a pair of scissors sitting on top of a box .', 'a pair of scissors sitting on top of a table .', 'a black and white photo of a street sign', 'a black and white photo of a city street .', 'a pair of scissors sitting on a table .']
89738	['a large passenger jet flying over a lush green field .', 'a kite is flying high in the sky .', 'a kite is flying high in the sky', 'a large passenger jet sitting on top of a runway .', 'a kite is flying high in the air .', 'a large passenger jet sitting on top of an airport runway .']
86138	['a view of a city street from a distance .', 'a view of a street light from a tree .', 'a view of a street light from the ground .', 'a view of a street light from a distance .', 'a view of a city street from a plane .', 'a black and white photo of a city street .', 'a black and white photo of a street light', 'a view of a street light from a window .', 'a black and white photo of a street light .', 'a view of a street light from the side of a building .']
89298	['a group of people standing on top of a snow covered slope .', 'a black and white photo of a bunch of clocks .', 'a black and white photo of a bunch of clocks', 'a person is using a laptop on a bed .', 'a group of people riding on top of a snow covered ski slope .', 'a person is using a laptop on a bed', 'a black and white photo of a clock tower .', 'a person is using a laptop computer on a bed .', 'a group of people riding on top of a snow covered slope .']
82819	['a kite flying high in the sky above a tree .', 'a view of a tree with a bird flying in the sky .', 'a person flying a kite in a park .', 'a view of a stop sign in the distance', 'a view of a stop sign in the distance .', 'a kite flying over a large tree in a park .', 'a view of a stop sign and a tree in the background .', 'a kite flying over a large tree in a forest .', 'a person flying a kite in a field .', 'a person flying a kite in the sky .', 'a kite flying in the sky over a tree', 'a kite flying in the sky over a tree .']
89637	['a person holding a knife in a kitchen', 'a close up of a white and blue sky background', 'a group of planes flying in the sky .', 'a person holding a knife in front of an oven .', 'a close up of a white and blue sky background .', 'a close up of a small white and blue clock', 'a group of planes flying in the air with a sky background', 'a person holding a knife in front of an oven', 'a group of planes flying in the air']
85948	['a large jetliner flying over a city at night .', 'a group of people standing on top of a snow covered field .', 'a traffic light suspended over a street next to tall buildings .', 'a traffic light suspended over a city street .', 'a group of people standing on top of a traffic light .', 'a large jetliner flying over a snow covered mountain .', 'a group of people standing on top of a street light .', 'a person on a snowboard doing a trick .', 'a traffic light suspended over a city street', 'a person on a snowboard doing a trick in the air .', 'a person on a snow board in the air .', 'a large jetliner flying over a snow covered hillside .']
83593	['a woman standing in front of a tree filled with lots of green bananas .', 'a snow covered mountain range with a sky background', 'a woman standing in front of a tree filled with flowers .', 'a woman standing in front of a large tree .', 'a large jetliner flying over a snow covered mountain .', 'a large jetliner flying over a snow covered hillside .']
85944	['a view of a city from inside a vehicle .', 'a view of a window from a plane window', 'a red stop sign sitting in the middle of a snow covered street .', 'a man is standing in front of a large building .', 'a person taking a picture of a car in a mirror .', 'a man is standing in front of a building .', 'a view of a window from a window .', 'a person taking a picture of a reflection in a mirror .', 'a view of a city from inside a window .', 'a red stop sign sitting in the middle of a snow covered road .', 'a view of a city from inside a window', 'a red stop sign sitting on the side of a road .', 'a person taking a picture of a car mirror', 'a view of a window from a plane window .', 'a man is standing in front of a building']
85943	['a view of a city from inside a vehicle .', 'a view of a window from a plane window', 'a red stop sign sitting in the middle of a snow covered street .', 'a red stop sign sitting in the middle of a snow covered road .', 'a person taking a picture of a car in a mirror .', 'a person is standing in front of a window', 'a window with a picture of a person on it .', 'a view of a window from a window .', 'a train traveling over a bridge over a river .', 'a view of a bridge over a river .', 'a person taking a picture of a reflection in a mirror .', 'a view of a city from inside a window .', 'a view of a city skyline from a plane', 'a view of a city from inside a window', 'a red stop sign sitting on the side of a road .', 'a train traveling over a bridge over a body of water .', 'a person taking a picture of a car mirror', 'a view of a window from a plane window .', 'a person is standing in front of a window .', 'a view of a city skyline from a plane .', 'a train traveling over a bridge over water .']
85942	['a view of a city from inside a vehicle .', 'a view of a window from a plane window', 'a view of a window from a window .', 'a view of a city from inside a window .', 'a view of a city from inside a window', 'a view of a window from a plane window .']
85941	['a view of a city from inside a vehicle .', 'a view of a window from a plane window', 'a red stop sign sitting in the middle of a snow covered street .', 'a red stop sign sitting in the middle of a snow covered road .', 'a person taking a picture of a car in a mirror .', 'a person is standing in front of a window', 'a window with a picture of a person on it .', 'a view of a window from a window .', 'a train traveling over a bridge over a river .', 'a view of a bridge over a river .', 'a person taking a picture of a reflection in a mirror .', 'a view of a city from inside a window .', 'a view of a city skyline from a plane', 'a view of a city from inside a window', 'a red stop sign sitting on the side of a road .', 'a train traveling over a bridge over a body of water .', 'a person taking a picture of a car mirror', 'a view of a window from a plane window .', 'a person is standing in front of a window .', 'a view of a city skyline from a plane .', 'a train traveling over a bridge over water .']
82813	['a blue and white kite flying in the sky', 'a blue and white bird flying in the sky .', 'a view of a hallway from the hallway of a building .', 'a view of a hallway from the hallway of an airplane .', 'a view of a hallway from the doorway of a building .', 'a blue and white kite flying in the sky .']
88303	['a black and white photo of a person flying a kite', 'a person is flying a kite in a field .', 'a person flying a kite in a cloudy sky .', 'a kite flying in the sky over a city .', 'a close up of a person holding a pair of scissors', 'a person is flying a kite in the sky .', 'a black and white photo of a kite flying in the sky .', 'a close up of a person holding a pair of scissors .', 'a black and white photo of a man flying a kite .', 'a close up of a person holding a pair of scissors in the air', 'a kite flying in the sky over a city', 'a person flying a kite in the sky .', 'a close up of a person holding an open umbrella']
91137	['an airplane is flying in the sky with clouds in the background .', 'an airplane is flying in the sky with clouds .', 'a plane flying in the sky with a sky background']
90806	['a large body of water with a bridge in the distance .', 'a city street filled with lots of traffic .', 'a large body of water with a bridge in the background', 'a city street filled with lots of traffic and tall buildings .', 'a view of a bridge over a river .', 'a city street filled with lots of tall buildings .', 'a view of a bridge over the water .', 'a large clock tower towering over a city .', 'a large clock tower towering over a city at night .', 'a large clock tower towering over a body of water .', 'a view of a bridge over a river with a city in the background .', 'a large body of water with a bridge in the background .']
82593	['a person flying a kite in a field', 'a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a person flying a kite in a grassy field .', 'a person flying a kite in a field .', 'a group of people sitting on top of a sandy beach .', 'a person flying a kite in the sky .']
91119	['an airplane flying over a field with trees in the background .', 'a man is flying a kite in a field .', 'an airplane flying over a field with trees .', 'an airplane flying over a field with trees in the background', 'a man is flying a kite in a field', 'a man is flying a kite in the sky .']
86515	['a plane is flying in the sky with clouds in the background .', 'a plane is flying in the sky with clouds in the sky .', 'a yellow fire hydrant on the side of a road .', 'a yellow fire hydrant on the side of the road .', 'a person is flying a kite in the sky .', 'a kite that is flying in the sky .', 'a yellow fire hydrant sitting on the side of a road .', 'a kite flying in a blue sky with clouds', 'a plane flying in the sky with a sky background', 'a kite that is flying in the air .', 'a kite flying in the sky with a sky background', 'a kite flying in a blue sky with clouds .']
89272	['a large body of water with a bridge in the background', 'a large body of water with a clock on it .', 'a large body of water with a bridge in the background .']
86970	['a kite flying high in the sky with a sky background', 'a group of people flying kites in a field .', 'a group of people flying kites in the sky .', 'a kite flying high in the sky with clouds in the background', 'a group of people flying kites on a beach .', 'a kite flying in the sky with a sky background']
89073	['a large jetliner flying through a blue sky .', 'a view of a city skyline from a plane', 'a large jetliner flying through a cloudy sky .', 'a view of a city skyline from across the street .', 'a large jetliner flying through a cloudy blue sky .', 'a view of a city skyline from a plane .']
86201	['an airplane is flying over a large body of water .', 'a person is flying a kite in the sky', 'an airplane flying over a large body of water .', 'a person flying a kite in a cloudy sky .', 'a plane flying in the sky over a city .', 'a kite flying in the sky over a city .', 'a person flying a kite in a city park .', 'a flock of birds flying through a cloudy blue sky .', 'a person is flying a kite in the sky .', 'a view of a city skyline from a plane .', 'a person is flying a kite in the air .', 'a flock of birds flying through a cloudy sky .', 'a flock of birds flying through a cloudy sky', 'a person flying a kite in the sky .', 'a kite flying in the sky over a city', 'a couple of birds flying over a city .', 'a man flying a kite in a cloudy sky .', 'a couple of birds flying over a city street .', 'an airplane flying over a large body of water']
81353	['a group of people standing on top of a red truck .', 'a person holding a black and white clock .', 'a street scene with cars and a bus .', 'a truck parked on the side of a road next to a tall building .', 'a group of people standing on top of a train .', 'a black and white photo of a black and white cat', 'a black and white photo of a cat on a bed', 'a truck parked on the side of a road next to a building .', 'a person holding a black and white umbrella .', 'a group of people standing on the side of a street .', 'a person holding a black and white umbrella', 'a truck parked on the side of the road .', 'a black and white photo of a cat laying on a bed', 'a group of people standing on a street next to a building .', 'a group of people standing on the side of a road .']
87167	['a bunch of kites flying in the sky', 'a bunch of kites flying in the air .', 'a person is snowboarding down a snowy hill', 'a close up of a pair of scissors', 'a building with a clock on the top of it .', 'a close up of a pair of scissors on a table', 'a building with a clock on the side of it', 'a person is snowboarding down a hill in the snow .', 'a bunch of kites flying in the air', 'a close up of a pair of scissors on a white surface', 'a building with a clock on the side of it .', 'a person is snowboarding down a snowy hill .']
81354	['a traffic light suspended over a street next to tall buildings .', 'a traffic light suspended over a city street .', 'a traffic light suspended over a street next to a tall building .']
90418	['a giraffe standing in a field next to a forest .', 'a kite flying in the sky over a field .', 'a giraffe standing in a field next to a tree .']
80773	['a view of a lake with a boat in the background .', 'a plane flying over a large body of water', 'a view of a lake with a boat in the distance .', 'a plane is flying over a snowy mountain range .', 'an airplane flying over a large body of water .', 'a view of a lake with a boat in the water .', 'a person on a surfboard riding a wave in the ocean .', 'a plane flying over a large body of water .', 'a person on a surfboard in the water .', 'a view of a mountain range from a plane .', 'a person on a surfboard riding a wave .', 'a plane is flying over a snowy mountain .']
83088	['a red fire hydrant sitting in the middle of a forest .', 'a view of a city street with a stop light .', 'a view of a city street from the side of the road .', 'a red fire hydrant in the middle of a field .', 'a red fire hydrant sitting in the middle of a field .', 'a view of a city street from the side of a road .']
77738	['a person flying a kite in a field', 'a person flying a kite in a park .', 'a person flying a kite in a field .']
88047	['a view of a street with a stop sign and traffic lights .', 'a view of a street with a traffic light and a street sign .', 'a view of a street with a traffic light .']
85345	['a fire hydrant in front of a building .', 'a fire hydrant in the middle of a field .', 'a fire hydrant in front of a building']
